Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2020-01-05;68154.0;5.8;4.6
2020-01-07;75395.0;7.5;4.6
2020-01-14;74060.0;9.2;4.8
2020-01-15;73362.0;9.5;4.8
2020-01-16;73103.0;8.7;4.9
2020-01-18;68537.0;5.2;4.9
2020-01-19;71500.0;4.0;5.0
2020-01-30;74098.0;8.9;5.5
2020-02-03;66476.0;12.8;5.7
2020-02-05;74281.0;6.8;5.8
2020-02-11;73813.0;8.6;6.1
2020-02-19;71643.0;7.9;6.6
2020-03-02;74322.0;7.3;7.3
2020-03-09;71000.0;8.3;7.8
2020-03-18;54156.0;11.9;8.6
2020-03-20;51564.0;12.2;8.8
2020-03-21;52616.0;9.6;8.9
2020-03-28;52651.0;9.9;9.7
2020-03-29;56587.0;7.4;9.8
2020-04-02;57121.0;7.7;10.2
2020-04-03;54994.0;9.2;10.3
2020-04-07;49593.0;14.5;10.8
2020-04-08;48436.0;15.4;11.0
2020-04-20;49042.0;14.8;12.5
2020-04-22;48960.0;15.4;12.8
2020-04-28;49562.0;13.8;13.6
2020-05-02;45539.0;13.7;14.1
2020-05-19;49195.0;18.0;16.1
2020-06-02;50700.0;21.0;17.6
2020-06-04;51463.0;15.1;17.8
2020-06-22;51417.0;19.7;19.5
2020-07-01;53884.0;20.6;20.2
2020-07-06;52657.0;18.9;20.6
2020-07-11;46850.0;19.4;20.9
2020-07-20;53704.0;22.1;21.2
2020-07-27;53172.0;23.4;21.2
2020-08-18;49720.0;21.5;20.2
2020-08-29;45735.0;15.8;19.1
2020-09-01;52002.0;16.6;18.8
2020-09-07;51603.0;17.0;18.0
2020-09-10;53032.0;20.2;17.7
2020-09-21;51809.0;19.0;16.3
2020-09-26;49890.0;11.0;15.6
2020-09-28;57798.0;12.9;15.3
2020-10-04;51578.0;11.8;14.6
2020-10-09;56305.0;14.4;13.9
2020-10-19;63793.0;10.5;12.6
2020-10-20;61243.0;14.0;12.4
2020-11-03;62882.0;10.5;10.4
2020-11-05;65288.0;8.5;10.1
2020-11-10;59298.0;12.1;9.4
2020-11-18;62660.0;10.9;8.2
2020-11-20;66079.0;7.1;8.0
2020-11-24;70729.0;6.3;7.4
2020-11-29;64622.0;5.2;6.8
2020-11-30;76273.0;3.5;6.7
2020-12-11;74773.0;7.5;5.5
2020-12-12;66573.0;7.9;5.5
2020-12-20;61166.0;9.1;4.9
2017-01-03;88543.0;1.2;4.6
2017-01-04;87863.0;2.1;4.6
2017-01-08;76492.0;4.1;4.7
2017-01-13;83325.0;4.1;4.8
2017-01-14;77115.0;3.1;4.8
2017-01-26;93441.0;-0.2;5.3
2017-01-31;74559.0;9.8;5.5
2017-02-02;73568.0;10.2;5.6
2017-02-10;81305.0;3.1;6.1
2017-02-13;75406.0;9.4;6.2
2017-02-14;73737.0;9.5;6.3
2017-02-17;71246.0;7.9;6.5
2017-02-19;63219.0;6.7;6.6
2017-02-26;62234.0;8.5;7.0
2017-03-04;64698.0;8.4;7.5
2017-03-23;67563.0;8.7;9.1
2017-03-24;67317.0;9.2;9.2
2017-04-01;52826.0;11.0;10.1
2017-04-02;51574.0;11.0;10.2
2017-04-08;50611.0;14.1;11.0
2017-04-12;56893.0;12.2;11.5
2017-04-13;56894.0;12.6;11.6
2017-04-15;51611.0;12.0;11.9
2017-04-19;62093.0;7.8;12.4
2017-04-26;63336.0;6.9;13.3
2017-04-29;56650.0;10.7;13.7
2017-05-04;60454.0;11.6;14.3
2017-05-05;59010.0;13.4;14.5
2017-05-07;50098.0;12.8;14.7
2017-05-11;56704.0;14.8;15.2
2017-05-16;53846.0;20.4;15.8
2017-05-20;48827.0;13.1;16.2
2017-05-23;53553.0;18.4;16.6
2017-05-24;53920.0;19.5;16.7
2017-05-26;49830.0;22.1;16.9
2017-05-28;46198.0;22.9;17.1
2017-05-29;54204.0;21.7;17.2
2017-05-31;54432.0;19.2;17.4
2017-06-02;54712.0;20.9;17.6
2017-06-04;44662.0;16.1;17.8
2017-06-05;45767.0;17.3;17.9
2017-06-08;53664.0;19.0;18.2
2017-06-19;57014.0;25.8;19.2
2017-06-23;56808.0;21.8;19.6
2017-06-28;54887.0;18.6;20.0
2017-06-30;53708.0;16.0;20.1
2017-07-03;53986.0;19.4;20.4
2017-07-11;55101.0;19.9;20.9
2017-07-17;56046.0;23.8;21.1
2017-07-18;57123.0;25.7;21.1
2017-07-19;57041.0;23.8;21.1
2017-07-23;46135.0;18.8;21.2
2017-08-03;53107.0;23.2;21.1
2017-08-06;44238.0;19.5;21.0
2017-08-09;48539.0;16.5;20.8
2017-08-10;48430.0;16.1;20.8
2017-08-12;44191.0;17.8;20.7
2017-08-17;50131.0;21.4;20.3
2017-08-18;50791.0;20.3;20.2
2017-08-22;52749.0;22.5;19.9
2017-08-29;56462.0;24.4;19.1
2017-08-30;56232.0;20.6;19.0
2016-01-02;63561.0;8.7;4.6
2017-09-12;54025.0;15.4;17.4
2016-01-05;77181.0;7.2;4.6
2017-09-22;55667.0;14.9;16.1
2016-01-10;65733.0;7.7;4.7
2017-09-23;49314.0;15.5;16.0
2016-01-12;79698.0;6.9;4.7
2017-09-27;55483.0;16.1;15.5
2016-01-14;81624.0;4.6;4.8
2017-10-03;55683.0;15.5;14.7
2016-01-18;88922.0;0.8;4.9
2017-10-07;51551.0;11.6;14.2
2016-01-19;87317.0;2.1;5.0
2017-10-08;50034.0;13.7;14.0
2016-01-20;87001.0;1.9;5.0
2017-10-14;49297.0;15.8;13.2
2016-01-25;74576.0;8.8;5.2
2017-10-17;56383.0;16.1;12.8
2016-01-27;74171.0;10.0;5.3
2017-10-18;57204.0;15.9;12.7
2016-02-11;78374.0;4.8;6.1
2017-10-27;57555.0;13.6;11.4
2016-02-12;77965.0;5.4;6.2
2017-11-01;57987.0;9.2;10.7
2016-02-21;62494.0;10.7;6.7
2017-11-03;61696.0;12.1;10.4
2016-02-24;75243.0;6.2;6.9
2017-11-06;71571.0;6.5;10.0
2016-03-01;78330.0;5.8;7.2
2017-11-08;74988.0;6.3;9.7
2016-03-05;69446.0;5.2;7.5
2017-11-09;73615.0;7.4;9.5
2016-03-06;69338.0;4.5;7.6
2017-11-12;61595.0;10.4;9.1
2016-03-07;79305.0;4.0;7.7
2017-11-13;74792.0;6.5;8.9
2016-03-18;72603.0;6.9;8.6
2017-11-22;70749.0;10.2;7.7
2016-03-23;69540.0;8.1;9.1
2017-11-25;65604.0;7.3;7.3
2016-03-25;67700.0;9.3;9.3
2017-11-30;84071.0;3.1;6.7
2016-04-05;62788.0;11.7;10.6
2017-12-05;81585.0;5.1;6.1
2016-04-07;64069.0;9.2;10.8
2017-12-11;81616.0;7.6;5.5
2016-04-14;60010.0;11.6;11.7
2017-12-15;79285.0;5.8;5.2
2016-04-18;62540.0;8.9;12.3
2017-12-22;72786.0;8.3;4.8
2016-04-23;54103.0;10.6;12.9
2017-12-25;63661.0;5.4;4.7
2016-04-25;64613.0;8.0;13.2
2017-12-28;77133.0;3.0;4.7
2016-04-30;57632.0;8.6;13.8
2016-01-01;59705.0;7.0;4.6
2016-05-06;50132.0;16.5;14.6
2016-01-04;74830.0;7.8;4.6
2016-05-09;53965.0;16.7;14.9
2016-01-08;73962.0;7.2;4.7
2016-05-20;55833.0;15.1;16.2
2016-01-09;65456.0;8.7;4.7
2016-05-24;55918.0;13.0;16.7
2016-01-11;76898.0;8.1;4.7
2016-05-27;53273.0;18.6;17.0
2016-01-16;76389.0;2.6;4.9
2016-06-05;45803.0;17.1;17.9
2016-01-21;86408.0;1.6;5.1
2016-06-15;54128.0;15.7;18.9
2016-02-02;72437.0;10.1;5.6
2016-06-17;53904.0;15.5;19.1
2016-02-07;64958.0;8.5;5.9
2016-06-25;47671.0;18.7;19.8
2016-02-13;68204.0;7.7;6.2
2016-07-13;54188.0;16.4;20.9
2016-02-17;82667.0;2.0;6.5
2016-07-22;54748.0;21.1;21.2
2016-02-19;80087.0;4.8;6.6
2016-07-25;54348.0;22.3;21.2
2016-02-23;73406.0;8.1;6.8
2016-07-27;54395.0;20.8;21.2
2016-03-02;78010.0;8.1;7.3
2016-08-02;50904.0;20.3;21.1
2016-03-04;74882.0;6.6;7.5
2016-08-03;51409.0;21.7;21.1
2016-03-08;78852.0;4.4;7.8
2016-08-06;44617.0;19.5;21.0
2016-03-09;78237.0;5.5;7.8
2016-08-08;48970.0;20.7;20.9
2016-03-10;76230.0;6.4;7.9
2016-08-12;48771.0;19.8;20.7
2016-03-12;65463.0;6.7;8.1
2016-08-31;55914.0;21.3;18.9
2016-03-17;74230.0;6.7;8.5
2016-09-09;55258.0;20.2;17.8
2016-03-19;63571.0;7.0;8.7
2016-09-17;47545.0;15.2;16.8
2016-03-24;68423.0;8.4;9.2
2016-09-22;53793.0;16.4;16.1
2016-03-26;59357.0;11.2;9.4
2016-09-26;53658.0;15.7;15.6
2016-03-28;58621.0;10.2;9.7
2016-09-27;54266.0;16.9;15.5
2016-03-29;67418.0;10.4;9.8
2016-09-28;54199.0;17.8;15.3
2016-03-30;65923.0;11.0;9.9
2016-10-02;46681.0;13.9;14.8
2016-04-03;55254.0;13.4;10.3
2016-10-09;51500.0;10.8;13.9
2016-04-04;61707.0;12.2;10.5
2016-10-12;64381.0;9.4;13.5
2016-04-12;61130.0;12.1;11.5
2016-10-15;54436.0;12.6;13.1
2016-04-13;60465.0;11.8;11.6
2016-10-19;62949.0;11.2;12.6
2016-04-15;58913.0;12.8;11.9
2016-10-22;57000.0;9.1;12.1
2016-04-17;54396.0;9.3;12.1
2016-10-24;62767.0;13.9;11.9
2016-04-21;57952.0;14.5;12.7
2016-11-02;67299.0;10.3;10.6
2016-04-26;64814.0;8.1;13.3
2016-11-03;69201.0;7.7;10.4
2016-04-27;65961.0;7.5;13.4
2016-11-09;76328.0;7.2;9.5
2016-04-29;63891.0;9.6;13.7
2016-11-13;63250.0;8.4;8.9
2016-05-02;61196.0;11.9;14.1
2016-11-22;70613.0;10.4;7.7
2016-05-03;59076.0;12.3;14.2
2016-11-29;82006.0;2.9;6.8
2016-05-14;50481.0;12.6;15.6
2016-12-01;81971.0;2.9;6.5
2016-05-15;48017.0;11.7;15.7
2016-12-02;81302.0;3.7;6.4
2016-05-16;48811.0;12.7;15.8
2016-12-09;77750.0;6.2;5.7
2016-05-17;55071.0;13.7;15.9
2016-12-11;67743.0;6.4;5.5
2016-05-22;46711.0;14.6;16.4
2016-12-28;74313.0;3.6;4.7
2016-05-26;53601.0;16.7;16.9
2016-12-31;78169.0;-0.6;4.6
2016-05-31;56456.0;14.3;17.4
2019-01-10;86620.0;2.6;4.7
2016-06-03;56081.0;14.8;17.7
2019-01-14;77889.0;8.4;4.8
2016-06-07;53274.0;20.2;18.1
2019-01-15;78701.0;6.2;4.8
2016-06-10;52905.0;18.8;18.4
2019-01-17;80601.0;5.9;4.9
2016-06-11;46987.0;18.0;18.5
2019-01-22;87381.0;1.3;5.1
2016-06-23;55777.0;24.2;19.6
2019-01-23;88225.0;2.3;5.2
2016-06-26;45623.0;17.7;19.8
2019-01-29;85038.0;3.0;5.4
2016-07-01;55155.0;19.8;20.2
2019-02-01;80522.0;5.8;5.6
2016-07-02;47904.0;17.8;20.3
2019-02-06;79640.0;6.9;5.9
2016-07-03;46337.0;17.6;20.4
2019-02-18;70831.0;8.3;6.5
2016-07-08;56053.0;22.1;20.7
2019-02-23;59628.0;10.1;6.8
2016-07-16;46874.0;19.9;21.1
2019-03-02;59880.0;10.0;7.3
2016-07-21;56181.0;21.7;21.2
2019-03-27;65493.0;8.7;9.5
2016-07-26;54616.0;21.3;21.2
2019-03-29;63304.0;10.9;9.8
2016-08-18;50588.0;20.5;20.2
2019-04-02;59787.0;11.2;10.2
2016-08-25;55839.0;25.5;19.5
2019-04-10;63372.0;10.2;11.2
2016-08-27;49487.0;25.4;19.3
2019-04-14;58027.0;6.9;11.7
2016-09-06;56010.0;21.7;18.2
2019-04-17;61291.0;12.9;12.1
2016-09-10;49004.0;20.7;17.7
2019-04-27;52404.0;11.0;13.4
2016-09-11;45625.0;21.0;17.5
2019-04-28;52594.0;9.9;13.6
2016-09-12;55368.0;23.3;17.4
2019-05-10;57556.0;13.5;15.1
2016-09-16;53450.0;16.4;16.9
2019-05-14;55236.0;14.0;15.6
2016-09-20;53673.0;16.7;16.4
2019-05-16;54398.0;13.4;15.8
2016-09-21;54058.0;16.2;16.3
2019-05-19;48549.0;13.1;16.1
2016-09-25;45210.0;17.0;15.7
2019-05-24;53237.0;16.6;16.7
2016-10-16;51672.0;13.8;13.0
2019-05-28;53805.0;13.9;17.1
2016-10-21;63886.0;10.2;12.3
2019-06-01;46358.0;21.1;17.5
2016-10-25;62577.0;13.6;11.7
2019-06-04;53408.0;19.7;17.8
2016-11-01;56154.0;10.7;10.7
2019-06-06;53031.0;15.0;18.0
2016-11-12;66847.0;6.0;9.1
2019-07-02;55955.0;21.4;20.3
2016-11-14;74225.0;7.3;8.8
2019-07-12;55322.0;22.2;20.9
2016-11-17;70304.0;10.9;8.4
2019-07-25;59274.0;29.7;21.2
2016-11-18;69895.0;9.8;8.2
2019-07-27;46857.0;19.6;21.2
2016-11-23;69810.0;10.9;7.5
2019-07-31;50995.0;19.8;21.2
2016-11-24;70196.0;10.9;7.4
2019-08-03;46168.0;22.2;21.1
2016-11-27;63409.0;7.5;7.0
2019-08-19;49084.0;18.7;20.1
2016-11-28;77703.0;5.6;6.9
2019-08-24;46639.0;23.3;19.6
2016-12-03;72522.0;4.2;6.3
2019-08-26;54217.0;24.1;19.4
2016-12-05;78330.0;6.1;6.1
2019-08-27;54778.0;23.7;19.3
2016-12-10;69570.0;5.5;5.6
2019-09-07;47031.0;16.2;18.0
2016-12-16;74724.0;7.2;5.2
2019-09-10;53167.0;15.6;17.7
2016-12-23;72199.0;6.3;4.8
2019-09-18;53394.0;17.4;16.6
2016-12-26;66207.0;8.7;4.7
2019-09-24;53059.0;16.7;15.9
2016-12-29;77909.0;1.5;4.6
2019-09-27;53042.0;17.2;15.5
2014-01-03;69309.0;9.9;4.6
2019-09-30;53189.0;17.0;15.1
2014-01-16;77604.0;8.2;4.9
2019-10-04;55613.0;14.1;14.6
2014-01-18;67719.0;7.1;4.9
2019-10-05;50381.0;15.2;14.4
2014-01-24;78260.0;6.2;5.2
2019-10-07;55618.0;13.6;14.2
2014-02-02;69805.0;5.1;5.6
2019-10-08;56070.0;15.0;14.0
2014-02-03;78846.0;4.8;5.7
2019-10-14;54226.0;17.7;13.2
2014-02-06;77856.0;8.1;5.9
2019-10-15;55640.0;14.1;13.1
2014-02-07;74178.0;9.1;5.9
2019-10-18;56220.0;14.4;12.7
2014-02-17;72680.0;7.0;6.5
2019-10-20;49923.0;13.8;12.4
2014-02-18;75144.0;7.5;6.5
2019-10-23;59801.0;13.9;12.0
2014-02-21;72297.0;7.5;6.7
2019-10-27;51534.0;13.0;11.4
2014-02-24;69666.0;9.3;6.9
2019-11-01;53478.0;13.7;10.7
2014-02-25;73182.0;8.6;7.0
2019-11-02;53284.0;13.8;10.6
2014-03-04;73662.0;6.8;7.5
2019-11-07;69593.0;8.3;9.8
2014-03-05;71532.0;7.6;7.5
2019-11-08;69189.0;6.9;9.7
2014-03-14;64077.0;10.6;8.2
2019-11-11;65616.0;6.6;9.2
2014-03-16;54288.0;11.3;8.4
2019-11-18;78625.0;5.5;8.2
2014-03-19;63196.0;11.3;8.7
2019-11-25;70156.0;9.6;7.3
2014-03-21;61349.0;11.5;8.9
2019-11-26;68803.0;10.9;7.2
2014-03-24;68403.0;6.5;9.2
2019-11-28;69406.0;10.8;6.9
2014-03-25;69088.0;6.9;9.3
2019-11-29;67724.0;9.3;6.8
2014-03-29;57056.0;12.5;9.8
2019-12-06;78762.0;5.4;6.0
2014-04-02;58921.0;14.6;10.2
2019-12-08;63976.0;9.8;5.8
2014-04-04;60443.0;12.7;10.5
2019-12-23;65170.0;9.1;4.8
2014-04-06;48821.0;14.8;10.7
2019-12-30;72355.0;3.2;4.6
2014-04-09;60644.0;11.2;11.1
2018-01-04;70420.0;11.7;4.6
2014-04-11;57757.0;13.1;11.3
2018-01-20;71421.0;7.7;5.0
2014-04-22;58366.0;12.9;12.8
2018-01-24;72250.0;10.4;5.2
2014-04-28;59078.0;11.6;13.6
2018-01-27;69828.0;5.4;5.3
2014-05-04;49023.0;11.6;14.3
2018-01-28;66355.0;7.3;5.4
2014-05-05;54903.0;14.5;14.5
2018-02-01;79495.0;5.1;5.6
2014-05-12;56801.0;11.5;15.3
2018-02-11;73979.0;5.2;6.1
2014-05-19;53709.0;17.6;16.1
2018-02-14;85089.0;3.4;6.3
2014-06-01;45599.0;15.7;17.5
2018-02-15;77735.0;8.2;6.4
2014-06-05;54599.0;15.3;17.9
2018-02-16;76976.0;7.3;6.4
2014-06-07;47795.0;21.7;18.1
2018-02-17;68829.0;6.7;6.5
2014-06-10;55598.0;20.6;18.4
2018-02-23;85628.0;1.4;6.8
2014-06-13;55584.0;21.7;18.7
2018-03-02;84524.0;5.2;7.3
2014-06-18;54261.0;17.4;19.1
2018-03-09;70523.0;10.3;7.8
2014-06-20;54756.0;19.3;19.3
2018-03-11;57730.0;12.4;8.0
2014-06-22;46066.0;21.4;19.5
2018-03-12;69607.0;10.2;8.1
2014-06-28;48143.0;18.2;20.0
2018-03-14;69757.0;9.1;8.2
2014-06-29;45155.0;16.5;20.1
2018-04-05;65910.0;10.1;10.6
2014-07-05;48182.0;20.1;20.5
2018-04-15;50554.0;13.2;11.9
2014-07-07;53745.0;16.9;20.6
2018-04-20;53784.0;19.3;12.5
2014-07-18;57100.0;25.1;21.1
2018-04-25;54338.0;14.5;13.2
2014-07-20;45353.0;20.1;21.2
2018-05-03;57786.0;12.1;14.2
2014-07-21;53773.0;19.4;21.2
2018-05-04;56719.0;13.9;14.3
2014-07-26;47055.0;21.1;21.2
2018-05-07;50821.0;19.6;14.7
2014-07-28;52540.0;19.3;21.2
2018-05-14;58155.0;11.1;15.6
2014-08-02;45665.0;20.0;21.1
2018-05-22;53596.0;17.2;16.4
2014-08-04;48774.0;19.4;21.1
2018-05-25;54114.0;18.8;16.8
2014-08-06;49419.0;19.9;21.0
2018-06-12;53746.0;17.5;18.6
2014-08-12;47644.0;18.2;20.7
2018-06-21;55110.0;20.4;19.4
2014-08-13;47854.0;17.0;20.6
2018-07-03;57121.0;23.1;20.4
2014-08-14;47556.0;16.8;20.5
2018-07-08;47413.0;24.2;20.7
2014-08-21;49833.0;15.8;19.9
2018-07-14;48517.0;23.4;21.0
2014-08-22;50345.0;16.2;19.9
2018-07-16;54675.0;22.1;21.1
2014-08-28;54335.0;19.9;19.2
2018-07-27;56837.0;25.1;21.2
2014-08-30;47198.0;18.4;19.0
2018-08-05;46533.0;25.7;21.0
2014-09-06;48385.0;19.8;18.2
2018-08-06;53395.0;26.3;21.0
2014-09-08;54733.0;20.9;17.9
2018-08-08;51150.0;22.7;20.9
2014-09-11;55068.0;17.5;17.5
2018-08-12;43284.0;22.0;20.7
2014-09-12;54069.0;17.4;17.4
2018-08-16;49587.0;22.0;20.4
2014-09-17;55366.0;20.9;16.8
2018-08-23;53147.0;22.1;19.8
2014-09-19;54884.0;20.3;16.5
2018-08-26;44124.0;17.1;19.4
2014-09-30;55237.0;17.6;15.1
2018-08-27;52369.0;19.6;19.3
2014-10-04;47949.0;16.2;14.6
2018-08-29;54256.0;19.6;19.1
2014-10-12;49123.0;15.4;13.5
2018-08-30;53601.0;17.9;19.0
2014-10-14;56969.0;14.0;13.2
2018-09-01;47302.0;18.0;18.8
2014-10-17;55768.0;17.0;12.8
2018-09-09;44988.0;19.7;17.8
2014-10-19;46832.0;18.2;12.6
2018-09-10;53398.0;19.9;17.7
2014-10-24;59432.0;12.3;11.9
2018-09-18;54199.0;21.0;16.6
2014-10-27;60533.0;12.4;11.4
2018-09-21;54111.0;18.1;16.3
2014-11-03;63590.0;13.2;10.4
2018-10-03;56753.0;15.5;14.7
2014-11-05;69037.0;8.5;10.1
2018-10-05;54751.0;16.5;14.4
2014-11-11;59335.0;10.8;9.2
2018-10-07;48210.0;13.7;14.2
2014-11-13;68343.0;10.4;8.9
2018-10-12;54154.0;18.9;13.5
2014-11-15;60092.0;10.4;8.7
2018-10-17;55591.0;15.3;12.8
2014-11-17;71390.0;8.8;8.4
2018-10-21;48307.0;12.8;12.3
2014-11-19;72561.0;7.9;8.1
2018-10-22;58586.0;12.7;12.1
2014-11-21;67786.0;10.3;7.8
2018-10-30;71541.0;6.6;11.0
2014-12-05;76464.0;5.4;6.1
2018-11-18;63995.0;5.7;8.2
2014-12-10;79818.0;6.3;5.6
2018-11-23;75226.0;6.5;7.5
2014-12-14;68619.0;5.7;5.3
2018-12-03;67762.0;12.9;6.3
2014-12-18;71499.0;11.4;5.0
2018-12-05;69729.0;9.8;6.1
2014-12-20;65033.0;8.6;4.9
2018-12-14;83699.0;1.5;5.3
2014-12-23;71424.0;6.3;4.8
2018-12-16;71208.0;6.0;5.2
2020-01-01;66221.0;4.0;4.6
2018-12-28;74974.0;3.2;4.7
2020-01-02;72399.0;6.1;4.6
2018-12-29;71117.0;4.1;4.6
2020-01-09;70986.0;9.9;4.7
2018-12-31;68833.0;6.8;4.6
2020-01-26;67981.0;6.9;5.3
2017-01-06;89742.0;-0.7;4.6
2020-01-28;78079.0;7.5;5.4
2017-01-07;83858.0;-0.6;4.6
2020-02-09;62923.0;9.9;6.0
2017-01-15;76610.0;2.8;4.8
2020-02-13;74015.0;8.2;6.2
2017-01-19;94071.0;-1.7;5.0
2020-02-15;61714.0;9.4;6.4
2017-01-25;93747.0;-0.8;5.2
2020-02-17;69894.0;9.4;6.5
2017-01-29;71113.0;6.0;5.4
2020-02-23;59648.0;10.8;6.8
2017-02-11;75581.0;2.8;6.1
2020-02-24;66400.0;11.0;6.9
2017-02-18;64214.0;7.0;6.5
2020-02-26;74913.0;6.0;7.0
2017-03-09;67253.0;12.0;7.8
2020-02-29;64404.0;9.4;7.2
2017-03-12;57363.0;10.6;8.1
2020-03-01;64707.0;8.1;7.2
2017-03-14;65768.0;9.9;8.2
2020-03-03;75057.0;5.7;7.4
2017-03-25;57366.0;11.0;9.3
2020-03-07;64749.0;7.6;7.7
2017-03-27;61901.0;12.2;9.5
2020-03-12;66189.0;11.0;8.1
2017-03-31;56012.0;14.0;10.0
2020-03-15;56196.0;10.2;8.3
2017-04-09;47277.0;15.8;11.1
2020-03-16;62227.0;10.1;8.4
2017-04-14;56070.0;12.8;11.7
2020-03-19;51998.0;12.7;8.7
2017-04-17;51523.0;11.1;12.1
2020-03-23;55238.0;8.7;9.1
2017-04-21;63026.0;10.4;12.7
2020-03-27;55416.0;7.8;9.5
2017-04-22;52723.0;12.0;12.8
2020-03-30;62146.0;5.4;9.9
2017-04-24;57702.0;12.3;13.1
2020-04-04;51641.0;10.8;10.5
2017-05-14;46839.0;15.9;15.6
2020-04-05;47350.0;13.7;10.6
2017-05-18;54394.0;15.8;16.0
2020-04-06;50031.0;12.9;10.7
2017-05-25;46415.0;21.2;16.8
2020-04-10;46143.0;16.5;11.2
2017-06-01;54569.0;20.7;17.5
2020-04-15;49460.0;13.0;11.9
2017-06-17;48761.0;21.7;19.1
2020-04-19;44147.0;14.4;12.4
2017-06-18;48457.0;23.9;19.1
2020-04-25;43154.0;15.4;13.2
2017-06-21;59334.0;26.8;19.4
2020-05-07;47704.0;16.9;14.7
2017-06-29;53872.0;16.8;20.1
2020-05-10;42630.0;16.6;15.1
2017-07-01;48011.0;16.2;20.2
2020-05-11;51287.0;11.4;15.2
2017-07-09;47086.0;22.4;20.7
2020-05-13;53247.0;11.5;15.4
2017-07-13;55567.0;20.5;20.9
2020-05-24;41917.0;15.4;16.7
2017-07-15;46980.0;20.3;21.0
2020-05-25;48960.0;17.8;16.8
2017-07-25;53774.0;18.4;21.2
2020-05-28;49757.0;19.4;17.1
2017-07-28;53156.0;20.4;21.2
2020-05-31;41616.0;19.3;17.4
2017-07-30;45300.0;21.8;21.2
2020-06-01;43833.0;19.8;17.5
2017-08-05;46910.0;21.2;21.0
2020-06-12;51980.0;16.4;18.6
2017-08-11;48337.0;16.4;20.7
2020-06-13;46207.0;16.6;18.7
2017-08-13;42984.0;19.1;20.6
2020-06-16;52209.0;17.3;19.0
2017-08-19;45427.0;18.0;20.1
2020-06-17;52192.0;16.6;19.1
2017-08-27;45854.0;23.6;19.3
2020-06-26;53374.0;22.6;19.8
2017-09-01;53268.0;15.9;18.8
2020-06-27;46466.0;20.9;19.9
2017-09-04;53618.0;18.9;18.4
2020-06-30;52462.0;19.8;20.1
2017-09-06;54487.0;18.0;18.2
2020-07-02;53192.0;19.2;20.3
2017-09-25;54835.0;16.3;15.7
2020-07-04;46685.0;19.5;20.4
2017-09-29;54354.0;18.3;15.2
2020-07-08;54284.0;20.9;20.7
2017-10-05;56726.0;14.1;14.4
2020-07-15;53065.0;18.6;21.0
2017-10-12;56502.0;16.1;13.5
2020-07-16;53312.0;18.6;21.1
2017-10-21;50691.0;14.6;12.3
2020-07-18;47253.0;21.5;21.1
2017-10-30;64368.0;9.4;11.0
2020-07-21;54005.0;21.9;21.2
2017-10-31;64629.0;7.7;10.8
2020-07-23;54558.0;22.1;21.2
2017-11-07;74006.0;5.6;9.8
2020-07-26;44974.0;21.4;21.2
2017-11-15;75408.0;5.9;8.7
2020-07-29;53269.0;21.6;21.2
2017-11-16;75032.0;6.0;8.5
2020-08-02;43666.0;21.0;21.1
2017-11-18;66919.0;6.4;8.2
2020-08-10;51254.0;26.1;20.8
2017-11-21;73399.0;8.7;7.8
2020-08-20;51887.0;25.0;20.0
2017-11-27;78424.0;5.8;7.0
2020-09-04;52843.0;21.1;18.4
2017-11-29;81113.0;3.9;6.8
2020-09-12;47040.0;19.4;17.4
2017-12-02;79031.0;1.2;6.4
2020-09-16;54714.0;22.7;16.9
2017-12-06;82630.0;4.1;6.0
2020-09-17;53437.0;21.9;16.8
2017-12-18;81452.0;5.8;5.0
2020-10-06;59127.0;13.7;14.3
2017-12-19;83149.0;3.5;5.0
2020-10-10;51610.0;12.2;13.8
2017-12-26;70812.0;7.0;4.7
2020-10-11;52325.0;10.5;13.6
2017-12-27;75422.0;5.7;4.7
2020-10-12;61031.0;10.1;13.5
2017-12-31;61961.0;10.7;4.6
2020-10-18;54564.0;9.7;12.7
2015-01-03;69837.0;7.8;4.6
2020-10-22;57503.0;15.8;12.1
2015-01-09;75306.0;10.2;4.7
2020-10-24;51939.0;13.7;11.9
2015-01-10;63468.0;11.6;4.7
2020-10-31;52959.0;12.9;10.8
2015-01-13;75962.0;8.5;4.8
2020-11-02;58411.0;15.6;10.6
2015-01-17;71839.0;4.0;4.9
2020-11-04;65750.0;8.0;10.3
2015-01-21;85717.0;2.3;5.1
2020-11-07;54819.0;12.6;9.8
2015-01-25;75483.0;3.2;5.2
2020-11-09;58982.0;13.1;9.5
2015-02-10;83217.0;3.5;6.1
2020-11-19;65137.0;9.9;8.1
2015-02-11;83045.0;3.8;6.1
2020-11-22;62361.0;5.9;7.7
2015-02-17;79055.0;5.8;6.5
2020-11-23;69688.0;7.0;7.5
2015-02-20;77371.0;6.7;6.7
2020-12-01;75243.0;6.2;6.5
2015-02-22;70733.0;4.2;6.8
2020-12-08;79945.0;4.1;5.8
2015-02-23;78280.0;6.7;6.8
2020-12-09;80044.0;3.6;5.7
2015-02-26;75272.0;8.3;7.0
2020-12-13;66385.0;7.1;5.4
2015-03-05;75463.0;5.8;7.5
2020-12-15;71043.0;9.6;5.2
2015-03-11;68006.0;10.4;8.0
2020-12-21;68883.0;9.5;4.9
2015-03-14;65285.0;6.4;8.2
2020-12-26;69137.0;3.1;4.7
